width	300	height	900
14	6	5	179.039
17	10	7	598.164
15	14	0	69.4766
2	2	0	86.6914
15	15	0	81.8398
17	14	0	82.7109
14	6	7	196.07
12	4	6	34.7031
14	8	0	26.3945
14	5	5	174.977
17	10	0	69.5039
0	12	4	585.828
14	15	7	803.023
17	4	0	81.6523
17	10	7	470.109
17	4	2	236.031
16	15	6	518.598
15	9	2	90.2461
14	6	0	15.1172
2	2	5	480.148
2	2	0	79.7539
12	4	2	13.207
16	9	3	175.223
16	12	6	290.633
0	7	0	73.3008
0	7	5	672.156
15	14	0	43.9141
17	10	4	111.637
2	2	3	201.887
2	2	0	48.3789
14	6	0	17.2578
1	10	3	70.4258
13	8	6	5.85938
14	6	5	21.2031
15	14	2	97.2656
14	6	7	192.891
17	11	2	66.9531
16	9	0	11.7461
1	0	6	291.691
2	2	0	40.4414
1	0	2	117.305
1	0	3	145.223
2	2	7	271.18
2	2	7	239.219
2	2	0	30.2539
1	0	7	219.305
1	0	6	179.293
1	0	6	142.926
1	0	5	96.0938
1	0	0	15.4883
1	0	6	102.223
15	14	2	6.28516
16	9	7	182.734
1	0	2	1.71094
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
15	13	0	24.8906
17	12	5	361.117
12	4	3	56.0977
4	1	7	598.609
6	5	3	313.625
15	14	5	1132.2
1	0	7	1680.79
9	6	0	90.8867
0	7	5	538.445
14	6	0	22.3047
0	0	3	330.176
14	8	6	175.473
14	8	7	197.672
14	6	1	50.9844
16	15	6	580.738
2	2	6	631.262
17	12	6	547.934
2	2	0	81.2539
14	6	0	24.4922
14	6	4	115.148
17	4	6	603.082
17	13	3	340.598
0	6	1	170.969
17	10	3	257.934
14	8	6	159.84
14	8	3	60.5352
14	8	5	78.7109
15	9	5	186.695
15	15	5	456.766
15	14	6	422.156
17	10	2	171.625
14	8	3	85.1172
14	6	0	12.8672
14	8	6	19.4492
2	15	0	71.1875
2	15	5	317.641
15	13	0	3.54688
14	5	3	50.125
17	14	6	347.117
1	0	7	377.203
12	9	1	16.0234
9	6	1	197.883
0	7	6	1028.71
0	11	6	901.777
0	8	3	293.129
0	9	6	380.57
16	14	6	362.836
17	4	3	172.684
2	2	4	191.348
14	8	3	82.0586
1	0	3	143.305
2	2	6	245.379
2	2	5	189.32
2	2	6	202.262
1	0	3	117.941
1	0	6	190.684
1	0	1	45.8203
1	0	7	135.492
2	2	5	91.7031
2	2	7	125.25
2	2	6	121.715
15	14	0	6.16406
14	6	0	57.0078
1	0	2	0.265625
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	0	7	2.625
13	17	3	82.4219
15	14	1	139.906
14	8	3	24.5391
12	3	4	43.3789
9	6	6	665.738
14	5	0	136.66
14	6	4	743.945
9	6	4	468.77
13	17	7	748.164
16	15	1	159.711
14	8	4	148.77
17	10	0	61.6289
17	4	3	310.375
17	13	3	295.547
14	6	0	21.1797
14	6	1	41.9375
16	15	3	344.582
17	4	0	89.9648
17	10	0	65.8164
17	10	6	431.395
14	6	6	149.805
2	2	1	160.195
17	10	4	305.496
12	4	3	10.0352
14	6	3	43.5781
17	14	6	535.313
1	0	0	77.4258
15	9	7	269.773
14	8	7	229.414
16	15	7	564.156
14	6	5	53.875
17	10	7	336.195
14	1	1	73.5547
0	10	5	210.586
17	4	6	160.801
14	6	1	39.8125
16	14	0	33.4453
15	14	4	163.906
2	2	0	50.2539
17	10	6	232.496
0	7	1	189.961
13	17	5	1099.33
15	14	3	809.504
14	8	6	1200.64
9	6	0	93.9492
6	4	4	73.0234
16	9	0	10.4961
1	0	0	35.9883
1	0	6	213.77
14	8	1	31.8984
14	6	5	130.445
2	2	4	147.605
2	2	1	57.3203
1	0	5	176.227
2	2	5	155.086
1	0	6	149.027
2	2	0	16.1289
14	6	0	43.3203
1	0	0	11.5508
14	8	5	177.695
14	6	0	50.6953
1	0	3	0.113281
1	0	1	0.0078125
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	1	0.140625
2	2	1	3.32031
13	17	3	189.527
16	9	0	49.9961
14	6	1	13.1094
4	1	7	538.875
9	6	6	631.559
15	14	5	1161.91
14	8	4	824.824
17	5	0	180.98
1	4	5	474.148
14	6	3	58.5313
1	0	0	76.1133
1	0	7	603.469
2	2	0	74.7539
2	2	1	148.555
17	4	7	656.234
14	8	3	132.57
15	9	0	40.1797
7	3	4	238.008
17	12	3	335.238
17	4	1	192.82
17	10	4	304.004
14	6	6	168.664
14	8	6	169.168
15	9	1	54.8438
17	10	1	103.07
17	10	4	286.004
17	10	7	410.859
14	6	3	36.4141
14	8	6	92.9336
15	9	0	11.7422
1	0	1	101.242
11	0	1	75.9141
11	0	4	231.238
17	5	5	124.789
7	3	6	26.3984
14	1	7	232.258
14	8	7	78.5313
16	15	5	281.875
14	15	6	220.914
13	17	0	57.6563
12	17	5	471.563
6	5	5	565.945
13	8	1	296.344
9	6	4	420.645
9	6	5	276.055
0	6	5	405.531
14	6	0	17.2578
14	6	1	37.5781
16	3	5	226.789
15	14	1	47.8906
2	2	3	115.645
1	0	6	178.293
0	0	3	124.707
15	14	0	3.97656
2	2	4	74.4336
2	2	1	32.8828
0	0	0	14.4375
15	14	2	3.10938
15	14	0	2.14844
2	2	4	3.90234
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	0	0	0.199219
1	0	6	12.0039
15	13	0	26.2031
9	6	6	40.3242
15	2	0	76.6836
12	4	0	12.3828
15	2	6	431.152
9	6	6	588.145
12	4	6	995.688
14	8	0	161.895
1	5	5	603.406
0	6	3	298.934
1	0	5	423.063
12	4	7	20.5703
14	8	5	79.7109
14	6	2	56.3438
17	4	0	89.2148
1	0	6	609.145
17	13	6	619.316
17	4	0	96.5898
14	8	3	105.605
16	3	2	234.203
17	13	6	583.16
17	12	1	167.961
1	10	6	59.8867
14	6	4	143.672
17	12	0	78.7617
1	10	6	1.66797
17	10	0	53.8164
14	6	4	30.4922
14	8	7	64.8047
1	0	6	358.199
2	2	0	44.9414
0	11	0	47.2852
10	0	3	133.441
15	14	2	42.4883
17	10	7	135.594
15	14	4	93.0234
2	2	0	43.5664
14	8	3	81.6836
1	0	5	207.742
14	8	3	96.4336
17	5	5	251.367
0	7	0	101.988
17	13	3	626.488
13	8	6	887.938
5	3	2	222.133
13	8	2	118.656
17	12	4	305.098
15	2	1	151.023
13	17	6	320.641
14	6	3	93.4688
2	2	2	97.5938
2	2	1	62.1016
15	9	7	171.492
1	0	6	145.223
1	0	5	94.6484
1	0	6	101.848
16	9	5	113.852
15	14	0	8.66406
14	6	0	60.8203
1	0	2	2.58594
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	0	1	2.52344
15	2	6	52.2852
15	3	6	388.742
15	13	2	175.746
17	11	1	103.672
15	2	2	185.375
1	5	1	158.727
16	9	6	1125.25
14	8	5	976.906
9	6	0	102.449
17	10	5	323.383
14	8	6	76.3945
14	6	5	62.4063
17	12	0	68.0117
17	14	7	556.008
2	2	6	607.473
2	13	5	70.2656
15	2	3	351.773
15	9	5	260.422
16	9	5	346.906
17	10	0	75.0664
17	4	3	362.531
16	9	1	110.602
16	3	5	484.016
16	3	0	69.1602
16	3	6	487.434
17	13	3	291.824
17	12	3	253.125
14	6	1	24.9531
12	4	7	213.711
1	10	6	233.738
0	7	0	94.8633
6	0	4	188.672
14	8	5	133.898
1	0	2	123.551
2	2	0	40.0039
2	2	3	156
1	0	1	83.6797
15	14	1	23.2813
17	10	3	42.3008
17	14	7	228.609
15	2	6	376.348
13	17	3	503.211
14	5	7	1093.21
0	6	2	361.648
17	5	3	444.137
17	10	0	66.1289
14	15	6	347.406
14	1	3	189.176
15	14	1	40.875
2	2	5	185.352
2	2	1	52.7578
1	0	0	19.0508
1	0	6	100.16
14	8	7	352.516
17	4	1	31.0234
14	8	7	212.828
17	10	7	136.922
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	2	7	1.75
1	0	0	1.73828
15	2	6	144.184
16	14	5	653.125
16	14	6	664.094
16	3	4	357.457
17	4	6	444.746
4	1	7	528.781
13	17	5	960.805
9	6	6	959.402
12	17	7	870.852
1	4	5	506.82
16	3	1	159.055
14	8	3	81.2695
1	0	3	282.301
0	6	0	89.2813
0	9	5	732.227
2	2	0	91.0664
17	5	4	486.496
0	6	3	341.496
2	9	6	19.3828
16	9	7	453.922
14	6	6	222.813
17	10	6	525.645
14	5	3	106.129
14	6	7	155.43
14	8	0	16.1445
16	9	1	48.7734
14	8	6	75.5586
14	6	6	67.0625
5	3	0	33.2617
2	13	3	31.2578
15	13	1	22.7813
14	6	5	182.563
1	0	0	38.5508
2	2	1	92.8047
14	8	6	81.4336
15	14	0	22.4141
0	6	6	306.016
14	1	5	256.836
15	13	3	38.918
17	4	0	35.1523
0	6	7	678.234
17	5	7	1294.62
0	7	6	601.285
17	12	6	978.832
0	12	5	425.836
16	14	3	176.633
17	12	6	235.176
14	8	0	6.23047
14	6	7	208.531
1	0	6	142.449
2	2	4	64.3789
0	0	0	12.75
2	2	6	110.457
14	8	5	161.773
16	3	7	9.75781
1	0	7	7.90625
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	2	1	0.601563
4	1	7	183.211
14	15	3	316.059
15	13	6	378.438
17	4	0	63.3398
12	4	0	18.6953
1	14	4	309.773
12	3	0	27.4414
6	5	5	653.875
9	6	0	121.574
0	11	6	745.863
17	4	0	76.9023
15	2	1	194.82
0	12	0	79.4141
0	7	2	327.27
17	10	5	475.773
16	9	6	563.52
14	15	5	760.43
0	7	3	593.223
0	6	3	447.281
7	3	6	300.594
17	10	5	437.352
15	14	2	193.969
17	10	0	57.5039
15	14	6	397.078
14	6	1	45.7031
14	8	4	59.6836
17	12	1	91.1016
0	7	0	103.176
0	11	5	470.125
14	1	0	43.7773
14	8	0	27.293
15	14	5	81.8281
15	14	5	207.945
16	3	5	306.133
5	5	3	25.5625
12	3	0	48.4961
3	6	3	77.457
9	6	5	656.289
1	5	3	323.918
0	11	6	472.465
10	10	5	337.953
17	13	1	293.898
8	6	7	462.508
16	13	6	398.941
17	10	0	30.8789
15	13	3	99.7305
16	3	4	343.059
15	14	0	20.0391
2	2	2	37.7617
2	2	1	25.2891
17	4	5	104.258
14	6	1	52.5
16	3	3	9.50391
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	2	2	0.257813
2	2	7	11.9688
4	1	7	173.484
16	14	3	419.969
17	10	0	71.9414
14	6	3	27.5781
14	6	0	0.0703125
14	15	5	338.398
12	3	0	0.191406
1	5	1	248.914
15	14	7	1594.5
5	3	5	442.203
15	2	6	659.887
3	14	0	16
15	13	6	421.586
0	7	7	783.984
14	15	1	235.25
0	11	6	737.613
0	6	1	278.656
0	7	1	272.867
17	12	3	611.176
6	4	5	484.297
9	6	5	249.844
9	6	0	24.8242
17	13	1	164.773
1	10	6	5.07422
17	12	1	147.18
13	8	3	48.6602
0	7	0	95.9258
5	5	7	189.109
9	6	0	51.5742
2	7	3	87.2617
16	3	0	34.0352
14	8	2	69.3164
1	14	0	43.1641
0	7	1	208.789
3	14	4	118.273
13	14	1	171.523
14	6	0	151.805
16	3	3	707.66
10	7	3	303.426
17	6	7	771.93
9	6	6	488.23
16	12	0	82.5781
10	10	2	27.2852
17	12	6	425.918
17	13	6	653.84
9	6	3	36.9141
14	6	0	38.7578
1	0	0	13.3633
17	4	5	96.5547
1	0	0	35.8008
16	3	7	33.2109
2	2	0	0.933594
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	2	1	1.97656
16	12	6	38.8281
14	15	3	302.863
9	6	0	25.5742
14	1	0	59.5898
4	14	6	167.191
14	15	3	233.344
15	2	6	587.137
13	1	6	915.18
8	12	2	195.992
14	16	7	635.336
5	17	4	380.66
9	6	0	124.449
9	6	5	607.883
15	14	4	959.43
9	6	0	96.7617
0	11	6	950.348
13	17	5	719.484
17	12	1	226.148
13	17	7	829.992
13	17	5	761.32
17	12	1	286.867
0	7	3	489.738
15	13	6	688.367
1	14	3	529.551
9	6	5	240.063
17	12	0	129.574
15	13	0	13.9219
13	17	5	273.758
15	2	3	230.473
17	10	4	82.6992
16	3	5	210.648
15	13	6	206.664
17	11	2	124.098
16	12	2	167.785
17	6	6	993.016
0	11	4	526.363
0	10	1	197.539
15	2	7	691.047
0	7	4	357.582
14	15	6	460.063
12	4	0	19.0547
6	4	0	1.53906
9	6	0	35.4883
17	5	3	185.348
13	8	5	146.344
2	2	5	86.75
17	10	1	2.19531
16	14	6	169.352
16	3	3	7.37109
1	0	2	0.164063
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	2	2	0.113281
2	2	1	0.960938
15	2	6	65.2852
13	1	2	163.332
0	7	5	693.242
14	15	7	294.008
15	13	7	154.375
9	6	1	37.1484
7	10	1	27.75
14	8	6	1212.83
0	7	5	778.258
17	10	0	78.3789
0	6	1	219.656
5	17	0	80.332
1	5	1	225.945
14	6	2	481.613
16	9	0	188.809
0	7	4	618.16
9	6	6	558.621
9	6	0	103.887
6	4	1	232.219
13	8	6	892.242
6	4	0	65.1016
13	17	5	852.891
13	1	0	117.375
17	5	4	735.762
17	13	0	124.871
4	1	3	134.93
1	0	3	106.535
17	10	2	41.8203
2	2	1	63.9141
1	0	6	254.34
16	5	6	198.152
2	13	0	31.0039
5	5	6	154.078
15	13	0	57.2969
12	9	6	337.902
8	13	5	75.6797
17	13	6	467.605
15	13	0	44.9844
17	6	3	272.566
17	6	6	366.93
14	1	7	538.688
15	13	5	262.359
17	13	6	362.621
17	10	7	21.0781
17	13	4	99.207
17	12	6	160.418
17	10	3	59.4297
1	0	6	6.40234
0	0	0	0
1	0	0	0.136719
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
14	8	4	286.676
16	3	6	7.76172
1	13	4	31.3789
15	3	0	91.0391
0	6	3	279.527
17	5	6	707.762
0	6	1	214.984
17	13	5	1144.78
14	8	0	167.02
9	6	0	87.0117
17	10	0	93.1914
6	4	0	31.0391
14	1	6	592.176
5	17	0	72.5195
14	6	0	149.055
15	13	7	660.359
9	6	1	240.93
13	8	2	478.633
14	8	0	130.77
0	12	4	614.344
13	17	5	892.047
17	12	3	793.082
1	10	6	990.449
16	15	1	405.305
17	12	6	958.84
1	5	5	525.086
4	1	3	245.32
17	11	4	81.8672
12	4	5	207.289
16	9	5	53.5859
9	6	1	14.7578
15	13	6	228.977
17	10	6	444.113
0	11	4	428.402
14	15	3	193.758
17	6	3	147.57
16	9	3	46.6797
1	14	3	148.258
0	11	3	127.445
13	17	7	234.219
12	4	3	156.066
2	2	1	46.4141
17	4	5	115.227
15	14	4	89.6641
17	13	6	147.785
17	4	7	0.109375
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	0	2	2.11719
2	2	6	1.94922
17	10	6	131.676
4	1	7	167.953
13	1	2	188.34
9	6	0	37.1992
6	4	1	115.047
17	6	0	144.813
1	4	1	275.602
17	5	6	1405.12
9	6	0	114.449
6	4	5	694.461
9	6	0	98.6367
9	6	5	290.383
6	4	7	601.094
9	6	6	533.379
9	6	6	828.793
17	13	6	1418.2
1	4	2	360.773
0	6	6	817.5
14	15	4	514.711
17	13	1	229.352
1	4	1	228.523
13	17	0	182.031
14	6	0	32.1797
13	1	2	255.238
14	15	1	191.578
11	0	0	50.8477
9	6	6	242.301
9	6	5	284.078
7	9	1	0.429688
10	10	0	2.84375
10	7	5	5.3125
10	7	7	23.125
0	6	3	229.098
13	1	5	287.82
17	12	6	644.715
14	1	2	246.402
17	6	3	402.836
9	6	7	74.7656
14	6	0	21.7578
16	3	5	157.75
16	14	6	181.633
16	3	3	31.8008
2	2	4	0.917969
1	0	2	0.238281
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
16	13	5	123.727
0	7	1	51.5547
16	14	3	455.227
10	7	5	484.781
14	15	6	589.836
13	8	0	95.9922
13	8	0	129.367
17	4	6	1340.73
14	6	4	759.289
16	15	1	410.914
9	6	0	104.887
17	12	6	1453.12
17	13	0	195.121
0	7	4	497.441
15	15	6	625.996
17	6	6	674.719
0	6	6	984.648
15	14	0	129.477
16	3	3	451.008
1	4	1	196.727
3	14	0	27
11	0	0	73.2852
2	1	1	189.086
10	7	7	901.188
0	10	3	419.395
0	10	3	361.168
0	10	3	347.594
2	13	7	192.211
14	15	3	279.813
17	13	6	673.293
15	15	6	762.355
2	15	5	460.891
16	14	2	212.344
13	9	1	26.4922
14	1	7	450.766
17	10	1	58.9141
14	8	1	19.5703
17	5	3	77.2656
14	6	6	400.414
1	0	5	2.14844
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	2	4	3.59766
2	2	1	0.0234375
13	17	5	1.39063
0	7	1	71.9141
0	10	4	479.449
14	8	3	473.063
16	14	1	323.891
13	17	5	921.344
0	7	4	741.004
0	7	1	286.133
0	7	4	524.387
12	3	5	31.7344
10	7	7	104.625
0	10	3	197
0	10	3	386.055
17	12	6	1195.9
16	13	0	121.652
17	5	4	484.52
6	4	0	36.3516
0	7	6	623.801
13	17	3	515.055
17	5	6	1368.4
0	9	1	230.484
1	5	1	196.898
13	17	0	153.156
15	16	0	140.258
0	7	6	688.988
6	4	5	369.188
15	14	4	723.391
14	6	1	234.109
9	6	0	55.8242
13	8	5	354.133
17	10	3	184.898
2	2	6	417.66
17	4	0	63.9023
13	17	0	24.1563
14	1	7	30
1	0	4	5.33203
2	2	5	2.86719
1	0	4	0.285156
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	2	1	1.47656
16	13	5	92.1172
0	7	1	45.2109
0	7	1	180.773
15	15	3	624.43
17	12	1	368.852
0	10	3	568.133
9	6	0	113.199
17	13	0	164.434
0	7	4	316.574
0	11	1	118.055
10	7	5	183.43
13	17	2	333.883
14	15	4	545.797
13	17	2	414.387
6	4	5	570.516
14	8	1	238.57
9	6	0	77.0117
17	13	4	949.84
9	6	0	95.6367
9	6	5	620.953
9	6	5	670.18
17	12	4	979.66
14	6	6	1073.2
9	6	7	865.648
9	6	7	641.938
13	17	0	134.219
15	2	7	664.211
14	8	0	14.707
17	12	6	328.215
13	17	0	20.0938
16	3	3	1.31641
0	0	4	4.5625
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	1	0.21875
2	2	5	3.11719
1	0	1	1.44531
16	3	6	6.66797
0	7	1	8.33594
11	0	2	120.477
0	7	1	209.148
14	15	3	524.977
9	6	0	99.7617
0	9	6	759.242
9	6	5	451.5
17	6	1	284.406
17	4	0	185.09
14	6	5	748.406
16	9	2	531.219
14	8	0	155.332
15	14	1	352.953
14	6	1	282.781
17	13	3	774.488
14	8	6	999.012
14	6	3	562.801
16	9	6	1155.56
17	5	6	1303.17
0	9	1	205.875
0	7	4	446.613
16	3	3	322.742
17	12	6	369.59
0	7	4	61.8398
0	6	4	42.5
14	6	6	403.734
0	0	1	0.234375
1	0	5	1.35938
1	0	2	0.992188
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	2	1	0.726563
16	9	6	218.582
0	6	1	24.9844
0	7	1	28.6953
9	2	0	21.7617
0	7	1	175.93
0	8	1	185.766
0	9	1	235.266
0	9	4	581.758
0	7	1	304.242
14	15	3	625.074
14	15	3	588.844
17	12	6	1168.15
17	5	3	598.922
0	7	4	535.84
0	7	4	467.434
17	6	3	322.789
15	13	5	238.141
0	7	4	105.254
0	7	4	12.582
6	4	2	179.789
14	6	6	407.336
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	0	6	5.34766
14	8	6	402.723
2	2	1	0.554688
1	0	1	0.0234375
14	8	3	227.824
17	10	6	122.512
17	10	6	86.6445
17	6	6	62.3906
0	6	1	22.0156
0	7	1	14.1953
0	7	4	17.8945
0	7	4	13.3711
0	7	1	9.71094
0	6	4	79.8125
17	6	6	20.2578
17	6	3	46.9414
17	10	3	55.8711
14	6	6	412.844
2	2	2	2.02344
0	0	1	2.09375
1	0	3	9
1	0	3	0.664063
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0.375
0	0	0	0
0	0	0	0.125
0	0	0	0
0	0	0	0
0	0	3	1.25781
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
